pathway,pval,padj,log2err,ES,NES,size,leadingEdge,topGenes
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN,0.00257137933028072,0.0121275509168709,0.431707695803346,0.612838690602591,1.19004731074745,183,NR4A2|IRAK2|PHLDA1|PLAUR|SH2D2A|SELENOS|HBEGF|CYTIP|CEBPB|SAMSN1|AACS|CTSL|MAFF|TNFRSF9|BTG2|STX1A|CLCF1|TMED9|ARIH2|AREG|CSRNP1|ZNF561|IER5|DCUN1D3|EGR1|MFHAS1|CSNK1E|GALNT4|METRNL|SLC7A11|CNPPD1|PPM1F|TLE3|LEPR|DUSP4|PTGER4|TMEM200A|TOB2|SLC31A2|PSME4|DDIT4|SOCS5|MOCOS|KCTD2|CAB39L|MAPKAPK2|RABAC1|RETSAT|RIN2|ITPKC|CPQ|CTSK|TUBB2A|SLC7A5|CIRBP|FAM114A2,"NR4A2, IRAK2, PHLDA1, PLAUR, SH2D2A"
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN,0.000920463984393221,0.0059555119946398,0.477270815362862,0.6248960781965,1.21460017347283,191,IL18R1|SMIM3|WDR74|PHLDA1|DLL1|PITPNC1|SLC7A1|SIK1|CTPS1|ZFP36|BTG2|PTMA|MCMBP|DCAF4|EIF3A|SLCO3A1|TASOR2|DNAJB11|KCNAB2|LYSMD2|ALYREF|EPHX2|IKZF2|FOSL2|JMJD6|AGO2|BACH2|TEX10|TOR1A|ADM|PPIF|CLIP1|TRIB1|AKAP8|TENT5A|DDX39A|RAB21|ACAA2|SCAMP1|RCBTB2|CDK5R1|ARHGAP17|NSMAF|PLEKHO2|AMD1|ID3|CCR9|LANCL2|CALHM2|RPTOR|ITM2B|C12orf75|RABGAP1L|BEX4|MICALL1|MTHFD2|DPYSL2|ELL|DDX6|MRPL23|DNMT3A|GPR65,"IL18R1, SMIM3, WDR74, PHLDA1, DLL1"
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP,0.00275636756477388,0.012668889410923,0.431707695803346,0.611910002907539,1.18935935368048,191,CRISPLD2|NR4A1|KMT5A|RCL1|AMT|TRAM2|LAS1L|PIP4K2A|ZCCHC24|PEBP1|GRK3|F5|SNTB1|SH2B3|SRM|NUDT18|PTP4A1|SNRPA|ARHGAP27|CNNM2|EXOC4|GMPS|ANAPC13|VCL|CDK5|ARF5|RHOT1|SLC25A29|APBB3|NRIP1|ACOT8|EIF2D|SH3BGRL|SLC2A4RG|WBP11|HAGH|TLE3|CTDSPL|MSRB2|FBXO42|LIN7A|NAXE|SH3BP2|GCHFR|GGTA1|NUP93|FCGRT|ZNF185|DOCK5|SLC18B1|NDRG3|HMGB1|CYP2J2|ZNRD2|DCAF8|SPATA6|SF3A1|DNMT3A,"CRISPLD2, NR4A1, KMT5A, RCL1, AMT"
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP,0.0135259269392925,0.0378074102399502,0.380730400722792,0.590993912675077,1.14870509497871,191,RASGRP1|GPR183|NR4A2|MGAT4A|PEA15|ZDHHC5|PHKG2|TUBB2B|DDX42|BTG2|PDE4B|MSN|AKAP13|PAG1|LAMB3|PTPN12|IL6ST|KIAA0040|SNRK|TTPAL|CSRNP1|PEAK1|WIPF1|FOSL2|RIPK2|IKZF1|LCP2|ARL6IP5|RIOK3|KMT2E|ABCA7|IFI27L2|PDE1B|USP18|GSAP|COG4|PTGER4|HPCAL1|LBR,"RASGRP1, GPR183, NR4A2, MGAT4A, PEA15"
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN,0.00016437726312275,0.00181597738307038,0.518848077743792,0.640590819195137,1.24510578201269,191,CRISPLD2|MYC|NR4A1|AMT|TRAM2|PIK3R1|HDHD5|RPIA|BZW2|ZCCHC24|PEBP1|GRK3|F5|SNTB1|WDR54|CCDC43|ATPAF2|PTP4A1|CMTM7|SNRPA|APEX1|EGR1|RNF130|RBL2|BEX5|FAM120C|ASF1B|UQCR11|EIF3H|ARHGEF9|CDK5|MZT2A|ARF5|L3MBTL3|SLC25A29|THYN1|ABCA7|NRIP1|HDDC3|RPH3A|AKR7A2|SLC2A4RG|SRRM1|WBP11|AKAP8|GSTM4|TLE3|ADD3|MSRB2|SLC46A2|RNASE2|FBXO42|MAN1B1|MRPS34|NME3|FCGRT|NSD3|SLC18B1|SLC46A3|NDRG3|IGFBP7|GAS7,"CRISPLD2, MYC, NR4A1, AMT, TRAM2"
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,0.000187049651419578,0.00197680238983987,0.518848077743792,0.636924270726822,1.23758037275866,189,SERPINE2|IRAK2|DAB2|KYNU|TGS1|SERPINB8|NPC1|MFSD2A|SNX9|TUBB6|MAMLD1|ZNF207|NABP1|LGMN|POLR2A|SQOR|ATL1|WDR1|NFKB1|MCEMP1|RPP14|ZC3H12C|HPD|MMUT|MCOLN1|ITPRIPL2|CCL7|SC5D|ARHGAP31|CREG1|DCBLD1|AKR1B1|MMP19|MFAP1|MSMO1|ABCC1|MED13|DYNLL1|EWSR1|CSRNP2|CLN5|SEC61B|ZNF230|TDP2|BTBD7|LAMTOR3|TMCO3|HIP1|PIR|CCR5|SPRED2|RRAGD|TRIO|TPST1|VPS50|TRAF3|MYO1B|TTLL4,"SERPINE2, IRAK2, DAB2, KYNU, TGS1"
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN,0.00739897963113803,0.0248263283491078,0.407017918923954,0.599599495687291,1.16548724148558,196,RGS1|PHLDA1|PLAUR|GTPBP4|MAK16|PEA15|RRP1|STK40|TNFRSF9|MCMBP|NOL6|YBX3|WDR46|TASOR2|ELOA|TNFRSF10B|LYSMD2|IDH3A|LCORL|SNHG16|CYP2U1|PCDHA9|PRDX2|DNAJC5|ZDHHC3|ATP5IF1|OTULIN|PPIF|CEP43|ULK4|PRRT3|LEMD3|CREG1|MSMO1|AHCTF1|TENT5A|ZNF267|DIPK1A|ARHGAP17|AMD1|CDK2|RIOK2|CRIPT|AIMP2|PURA|ZNF141|CDC34|LITAF|RRAGD|USP47,"RGS1, PHLDA1, PLAUR, GTPBP4, MAK16"
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN,0.000453413586919724,0.0036878647670666,0.49849310876659,0.629223168624285,1.22325114314866,197,RGS1|DCK|CEMIP|MGAT4A|GRAMD2B|LAMC2|MEGF9|TCF7|CCL22|NSUN2|MCL1|BZW2|PPP1R15A|LUZP1|ABTB2|PFN2|DYRK2|KIAA1191|SNRK|PCDHB7|EXOC4|NUF2|RNF130|STK4|TNFAIP3|KBTBD2|CD69|TXNIP|CBLB|ATP11C|LSM14A|FGF9|FGF13|MAGEB5|RIPK4|SCAMP1|PIAS2|OTUD4|ZSWIM4|FNBP1L|VWA5A|MACO1|CRTC2|IDE|BEX3|SLC25A13|RNF14|ZNF846|UBLCP1|B3GNT5|BHLHE40|NUP88|CTNNA1|EIF4A2|TEC|RABGAP1L|YTHDC1|TSGA10|EGR2|CBR4|BEX1|CHIC2|RHOU|C2CD3|ARHGAP15|DIAPH1|RAB11A|RNF138|HAUS3|FLII|CACNA1S|GADD45G|NR3C2|ANKRD2|ECI2|ANKRD17|MICALL2|TRAF1,"RGS1, DCK, CEMIP, MGAT4A, GRAMD2B"
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN,0.00320034002961065,0.0140722532709956,0.431707695803346,0.610530454915536,1.18667794906159,191,MYBBP1A|SLC2A2|ACSL5|SLC35F2|RPGR|EFTUD2|DKC1|ELK3|HMGA1|SCRN3|DPP9|KSR1|AHI1|MRPS2|SRM|IFNLR1|BPNT2|LRRC14|HNRNPM|LAP3|FUBP3|METTL5|WDR12|KLRC1|PSMD3|VPS4A|PAICS|SCN11A|E2F4|SATB2|SRBD1|C21orf58|FAM83G|WDSUB1|EWSR1|DCAF13|EXOSC10|TERF1|MRPS31|SMG5|AARS1|CEP70|NDE1|TIGAR|GLCE|WDR36|SUCLA2|MIGA1|RAD23A|MRPL39|MTRF1L|HDAC2|FARP2|LMAN1|RCAN3|TTLL4|ARMCX2|YTHDF2|PALS2|C2orf49|PPIE|FEM1B|DENND4C,"MYBBP1A, SLC2A2, ACSL5, SLC35F2, RPGR"
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP,0.00227539865847252,0.0111302633173475,0.431707695803346,0.612653469490084,1.19056524848353,190,SOCS3|ETV3|SH2D2A|CEBPB|TGFBR2|ACP6|CCL22|CTPS2|LAMB3|AHI1|BST2|GNL2|KLF4|MCOLN3|FOSL2|APPL2|KLHL18|LRRC8A|BBS9|CD40|PTPN14|DGLUCY|METAP1D|JUNB|SRGAP3|FAAH|PLAU|MICU3|BBS2|PIEZO1|EDEM2|TK2|GPATCH2|CACNA1D|SIDT1|MLLT3|GSAP|KCTD6|FBXL12|TOM1L2|HSPA5|ZSCAN26|PEX11G|LRRC8C|S1PR1|CARNS1|PCP4|ARHGAP5|DBP|CAPN2|HSD17B8|BCKDHB|PLD2|ZFP36L1|ELL|TRAF3|AHDC1|DHRS7|ZFP14|TMEM204|CHD2|ICE1|RABAC1|CYRIA,"SOCS3, ETV3, SH2D2A, CEBPB, TGFBR2"
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP,0.000403287909862777,0.00342302908859138,0.49849310876659,0.630430138029513,1.22534716564582,192,MIA2|RASGRP1|KIT|PGC|MGAT4A|CEBPB|SLC7A1|ZDHHC5|ZFP36|MAFF|STK40|PITPNB|ACE2|H3-5|FERMT2|PPP1R15B|RGS9|GJB4|IRF1|TMEM72|JUNB|SLC38A2|RBMX|ABHD10|NDFIP1|RELB|TCTA|ATF4|G0S2|NTAQ1|UMOD|WBP11|EIF2S2|SPA17|CCDC115|GBP2|PQBP1|IAH1|PTGER4|UBALD2|AARS1|PANX3|SLAMF7|HNRNPA1|NSD3|COX7A2L|CBR4|PRR11|RAB2B|DDIT4|CEBPG|C2CD3|AKIRIN2|DDX6|LARS1|UPF3A|MAGEL2|ATP11A|PAX6|ICAM1|PSPH|LMO4|FRMD4B|SLC7A5|SLC6A9|KHNYN|MID1IP1|MLLT11|LRATD2,"MIA2, RASGRP1, KIT, PGC, MGAT4A"
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_DN,0.00305234911522392,0.0135314330203557,0.431707695803346,0.610240339039139,1.18634188637369,193,DUSP5|HNRNPAB|BYSL|HBEGF|ABCC8|EIF4A1|CDKN1A|NPC1|TUBB2B|DDX42|PDE4B|LHFPL2|EBNA1BP2|TMED9|OLR1|IL1RN|IGFBP4|ITGAX|NASP|ATP1B3|EIF3B|PXDC1|HLA-DRA|LCP2|ENO1|ETS2|ARAP2|ARL6IP5|CRYBG1|CD69|ATP6V1C1|PUM3|FUCA1|LRP8|POLA2|ALOX5|LEPR|CEP170|SUPV3L1|RCBTB2|EIF3D|TCOF1|CD3G|FAM13C|BHLHE40|SRGAP2|CD53|RAD23A|HS3ST1|PAMR1|COX7A2L|NAB1|RNMT|HIF1A|GPR65|FARSA|NPAS2|SPHK2|CYRIA|PAK5|TPD52|FRMD4B|CYP11B1|PSMA6|TGDS|TRA2A|VHL|ALOX5AP|TNFAIP8|XBP1|SLC11A2|PPP1R3C|IFNA5|ARNT2|PIM1,"DUSP5, HNRNPAB, BYSL, HBEGF, ABCC8"
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP,0.010536806540443,0.0317865767585376,0.380730400722792,0.608545961179758,1.17498595995117,152,SERPINF1|SLC6A14|PTGS2|TMEM37|TCERG1|RASA4|NECTIN3|PRDM1|RBMS1|SLC16A4|SAMD3|TMEM132B|PLEKHG1|PTPN4|PPP1R9A|VWF|UNC5D|USP53|XRN2|POLR3C|ST6GALNAC5|DISP3|SNAP91|ATP23|SH3BGRL|RASIP1|PLA2G12A|STRADA|SEC14L5|TYR|TDRD7|TOP1|WBP4|XYLT1|PRR11|RAB5C|ZFYVE26,"SERPINF1, SLC6A14, PTGS2, TMEM37, TCERG1"
GSE27786_BCELL_VS_NKCELL_DN,0.011582997534153,0.0340364077119381,0.380730400722792,0.59263677467831,1.15166694394568,190,EMP3|ACSL5|KLF9|LIMS4|B3GALNT1|STX6|SPRY2|RAF1|DHRS4|IL6ST|F5|FST|SLCO3A1|NCEH1|DBI|ERRFI1|ISCU|MCTP1|MBNL2|SMC6|VPS26C|CSNK1E|CLN6|ISOC1|TJP2|ARHGAP23|SMC5|AZIN2|CASK|THYN1|FRMD4A|UNC119|NRIP1|NSMAF|MIR22HG|CYP27A1|MS4A2|FTL|DNAJC4|TMPO|TNIP1|PYCARD|LRRC8D|QPCT|MTA1|FARP2|LRRK1,"EMP3, ACSL5, KLF9, LIMS4, B3GALNT1"
GSE27786_BCELL_VS_NKTCELL_DN,0.00019385137511194,0.00203543943867537,0.518848077743792,0.639826930103368,1.24389260532124,194,SMOX|DCN|RGS1|SEMA3A|PANX1|DNMBP|GLRA1|SPRY2|ROBO2|HK1|PTPRE|GRK5|OSMR|LUZP1|NABP1|CRIM1|NCEH1|RNF24|NOP2|TECR|EIF3B|VPS26C|TENM1|KLF10|WASHC3|SLK|SRSF12|MBNL1|ABCA7|RCBTB1|KBTBD2|BSCL2|SNX33|SRBD1|PABPC1|CNNM3|LOXL4|ARL15|TBCEL|FGF13|CCDC115|TENT5A|LEPR|WAPL|P4HA3|DPYSL4|HACD3|ZHX2|TTC39B|FGD5|TYRO3|ITM2B|TRIP12|ARHGAP5|PYCARD,"SMOX, DCN, RGS1, SEMA3A, PANX1"
GSE27786_BCELL_VS_NKTCELL_UP,0.0150204900518947,0.0406780586619404,0.380730400722792,0.592678362354308,1.15223070111682,194,ST3GAL1|NIP7|LRRTM3|MPP1|CHD1|ATP2A3|DHX15|PES1|CYTH1|PCSK1|PDE4B|MSN|TGIF1|HEPACAM2|SERPINB7|ICOSLG|GMCL1|IER5|CMTM7|PPP1R21|RMND1|UPB1|PTK2B|EIF1|MTDH|RDH11|CRIP3|PRDX4|CCNF|SRSF7|RAB39A|MED13|POP7|CNOT2|DUT|DIPK1A|SH3BP2|LANCL2|XRCC1|C1orf52|PLEKHB1|TEC|YTHDC1|C2orf73|AGTPBP1|RAB2B|PSME4|HNRNPU|IFT172|MMS22L|RECQL5|DAZAP2|VPS11|LENG9|ZBTB7A|FBXL4|CXCR4|TMEM263|KIAA1217|USO1|ERI1|C2CD2L|CHFR|SNHG32|ATP6AP1|ABCA5|MEF2D|CUEDC2|SETDB2|TRIM35|NAMPT|HSBP1|RRM2B|LRCH1,"ST3GAL1, NIP7, LRRTM3, MPP1, CHD1"
GSE27786_CD4_TCELL_VS_MONO_MAC_UP,0.0014082274302396,0.00769157403601721,0.45505986738723,0.618298167142538,1.20176663666522,192,SOCS3|ARF6|STC1|MAK16|SLC7A6|PHTF2|RCL1|SET|PIK3R1|NSUN2|TAF3|HARS1|TOMM7|STK17B|ARIH2|TAF4B|EIF3A|KLF3|SMG1|SF3A3|CNR1|MYO1E|ABL2|CCT6A|RAB3IP|IRF1|NFATC2|ATPAF1|TEX10|FAM120C|TRIM59|COX18|HNRNPA0|TFAM|CARD6|KBTBD2|RBM22|ERAP1|HSD11B2|CRTAM|PRPF19|DDX39B|ARPC5L|MED1|ALDOC|TTC39B|PSMD12|GLB1|RIPOR1|HNRNPA1,"SOCS3, ARF6, STC1, MAK16, SLC7A6"
GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP,0.00197941884935215,0.00996252958062362,0.431707695803346,0.615378063827032,1.19620422521727,195,TFPI|RGS1|RRS1|SWI5|LETM1|DHX33|CCAR1|RRP1|BOP1|AMMECR1L|UTP11|MAGED2|PFKP|KDSR|IPO4|GNL2|KLF3|POP1|MYO1E|NXF1|JMJD6|GCSH|GRAMD1C|GNPNAT1|RAB3IP|DUS3L|NME7|TRMT6|MRS2|ZNF496|METTL15|ERAP1|FAU|SRRM1|JARID2|CREBBP|RRP9|INSYN1|PSMD12|TRIP12|PYCARD|DBP|ORC3|NDRG3,"TFPI, RGS1, RRS1, SWI5, LETM1"
GSE27786_CD4_TCELL_VS_NKCELL_DN,0.00338532877882089,0.0147261801878709,0.431707695803346,0.608769893406771,1.18348325652949,193,MIA2|SMOC2|SLC15A4|LIMS4|MPP1|CEBPB|SPRY2|WDR3|MSN|BNIP2|RAF1|PTPN12|GEM|NABP1|KIAA1191|DBI|HEXB|SCARA3|PBX1|DIAPH3|MBNL2|SCD|RASGRP3|KBTBD7|AZIN2|ITPRIPL2|FHL5|PAPSS1|CAMKK2|PHYH|ARL4D|NUP188|CRTAM|EPB41L2|OSBPL3|SUMF1|CTBS|NR2F2|YWHAZ|JARID2|MSRA|REL|UCP2|KANSL1L|VWA5A|MIR22HG|VPS26A|MFSD5|NKIRAS2|FMNL3|BIN3|ITM2B|NFIX|TOB2|KLRD1|SEMA4G|LRRK1|LINC01973|VPS50|PSMD14|MAPKAPK2|PALS2|NIPSNAP3A|ANLN|CRYZL1|SMU1|RIN2|PPP2R5A|CPQ|CUZD1|YWHAB|SANBR|CMPK1|EML3|MEF2D|TMEM208|NUSAP1|TET2,"MIA2, SMOC2, SLC15A4, LIMS4, MPP1"
GSE27786_CD4_TCELL_VS_NKTCELL_DN,0.00283036291304865,0.0128753763887703,0.431707695803346,0.610973091109911,1.18776639802635,193,HGF|DCN|SMOC2|TGM2|HMGA1|SPRY2|CCL22|THTPA|PTPN12|GEM|EVI2B|GID4|SLCO3A1|PSME3|RIOK1|NOP2|PPM1G|ITGAX|PCYOX1L|GRWD1|LRRC14|EXOC4|LAP3|SMAD3|RNASEH2C|METTL5|ARAP2|SRSF12|FHL5|VAT1|NARS2|ARL4D|SYT4|SLC35C1|PABPC1|OSBPL3|TENT5A|YPEL1|MIDEAS|NUP93|BAIAP3|CCDC91|NUP210|RPTOR|CCR5|HSD17B14|USP47|NAGA|LRRK1|IFT172|VPS50|EFR3A|GNMT,"HGF, DCN, SMOC2, TGM2, HMGA1"
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP,0.00371830877156614,0.0155900175000605,0.431707695803346,0.608165443793052,1.1823081721421,193,EREG|SLC35B4|LETM1|ARF6|IMP4|HNRNPH1|CCAR1|DOCK2|PUS7|BOP1|PTGIS|AMMECR1L|PAK1IP1|TAF4B|GID4|BST2|CRYZ|GNL2|SMG1|DRG2|NXF1|CEP57L1|HPCA|ATPAF1|TUBGCP5|SRSF11|COQ6|OTULIN|METTL15|ERAP1|PPCS|HOOK1|SPRYD4|GTF2F2|MDP1|SIRT1|EIF2S2|POP7|CUL1|TNRC6C|ACAA2|DIPK1A|ZFP90|ST13|ANAPC11|MRPL3|EIF4A2|FPGT|NDRG3|MTRF1L|SLC25A19|CEBPZ|CAB39L|SPATA6|TRIM44|IFT46,"EREG, SLC35B4, LETM1, ARF6, IMP4"
GSE27786_CD8_TCELL_VS_NKCELL_DN,0.0163714885354388,0.0427219561567529,0.352487857583619,0.588400263035255,1.14388353790432,193,HGF|AXL|KLF9|FFAR4|LIMS4|INHBA|MPP1|FZD7|ZNF326|PHTF2|SLC43A3|SERPINB8|TRAM2|FRRS1|RAF1|TBC1D32|SNX9|GEM|TGFB3|IGF1|PIK3R6|MBNL2|SCD|TBC1D24|KBTBD7|CAMKK2|FRMD4A|ZMYND8|CCNA2|YWHAZ|CUL1|VPS9D1|WASF2|HMGN3|MIR22HG|CD84|MFSD5|NKIRAS2|NFIX|CLEC4D|SLC46A3|TMED4|RAP2A|ZNF467,"HGF, AXL, KLF9, FFAR4, LIMS4"
GSE27786_CD8_TCELL_VS_NKCELL_UP,0.000293923077053813,0.00274854746910974,0.49849310876659,0.632748215269209,1.22985273922815,192,PDGFRA|GPR183|EREG|EVA1C|NAP1L1|NIP7|NLK|DHX33|CYTH1|RRP15|TUBB2B|NSUN2|HEATR1|HK1|ACAT1|UTP3|TOMM7|RIT2|CRYZ|KCNAB2|SMG1|NOB1|TMEM42|ETNK1|CYP2U1|CDC14B|STK4|AKIP1|TFAM|RBM22|MAP2K6|ANKMY2|HIBCH|PUS1|CCT5|TNRC6C|SLC25A40|ARL3|SERBP1|SEC61B|CRBN|HNRNPC|ZKSCAN1|PSMD12|C2orf73|ESRRG|NDRG3,"PDGFRA, GPR183, EREG, EVA1C, NAP1L1"
GSE27786_CD8_TCELL_VS_NKTCELL_DN,0.010536806540443,0.0317865767585376,0.380730400722792,0.594379192290249,1.15527608002398,192,SOCS2|ABCA8|SMIM3|INHBA|ADGRE5|PRDM1|HMGA1|PRDX5|GEM|TFPI2|GATAD2A|ITGAX|AJM1|MYO1E|TMEM47|PBX1|TECR|LIFR|NOL9|ANKRD40|F2RL2|RUNDC3B|ITPRIPL2|PLIN2|HNRNPA0|MKNK2|RELB|NUDT12|ABCA7|RASA2|UBE2G2|FNBP1|DOCK10|NFIL3|BLOC1S1|C11orf24|MAGEB5|DDX19A|FAHD2A|RAP1GAP2|TDRD7|BHLHE40|BIN3|GIMAP5|CTNNA1|NAT14|RABGAP1L|PPP4R1|MAST2|ITGAL|PKIG|GAS7|USP47|RAP2A,"SOCS2, ABCA8, SMIM3, INHBA, ADGRE5"
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN,0.000865511378471491,0.00572930901618628,0.477270815362862,0.621588629197201,1.20822919630952,196,IL18R1|KIT|SLC15A4|ARF6|LIMS4|LDLRAD3|ABL1|PES1|DNMBP|ZFP36|WDR43|FRRS1|UTP3|TMED9|EIF3A|POLR1E|PDSS1|NOB1|NUDT18|KLF13|PBX1|APPL2|KLF10|OGFRL1|DDX54|SELENOP|NRBP1|ERAP1|ING4|SMIM15|MDN1|AKR1B1|PWP1|MAP1LC3A|FUCA1|CCT2|PUS1|ATP6V1H|ARHGEF3|ADGRL4|ZMAT1|MYOF|ZFP36L2|SUPT5H|ATG101|NKIRAS2|BHLHE40|SIPA1L1|TTC39B|PCOLCE|SCCPDH|DBP|CNBD2|MARVELD1|FHOD1|LDAH|UPF3A|GALNT11|ARHGEF4|SLC22A15|YTHDF1|UBE3A|CSNK2B|DCLRE1C|UNC93B1|CNOT6L|MLLT6|TIMM13|ATRX|PRKCI|GM2A|NAMPT|AGPAT5|TSHZ1|ATP11B,"IL18R1, KIT, SLC15A4, ARF6, LIMS4"
GSE27786_LIN_NEG_VS_BCELL_UP,0.000182515170621471,0.00194576348198644,0.518848077743792,0.640252705080314,1.2447203578281,194,SERPINE2|RIMKLA|ADAMTS9|ACSL5|DDX21|RNF4|BHMT2|SLC43A3|PNP|SCRN3|VAV3|GID4|IL6ST|HK2|SLCO3A1|TMEM106C|RNF24|DBI|ACADSB|ADGRL2|PDAP1|DIAPH3|GCSH|PAQR8|PTPN14|BUB1B|METAP1D|LCP2|NENF|ITPA|TRMT6|CALU|MYCT1|ETFDH|CXCL13|MRS2|SGO2|LMNB2|AK4|PWP1|CCNF|PTPN9|KLHL12|LRP8|FAM149A|SRRM1|WBP11|DYNLT2B|GSTM4|ARL2|SKA2|EXOSC5|C11orf1|LRRC8C|MRPL3|PTOV1|PTPN20|TMEM178A|MMS22L|RUVBL1|CD247|WDR75|ALG2|MCM3|TBC1D4|ABCB6|MNS1|FCER1G|ITK,"SERPINE2, RIMKLA, ADAMTS9, ACSL5, DDX21"
GSE27786_LIN_NEG_VS_CD4_TCELL_UP,0.00420146779888697,0.0169309769364577,0.407017918923954,0.606321993446341,1.17826133489343,190,SERPINE2|DCN|WDR74|SPRED1|NOP16|LRRC59|PNO1|NSUN2|FAM185A|EIF2S1|AUNIP|SRSF9|TMEM106C|IPO4|PFKFB4|DBI|TTK|GRWD1|NRIP3|GCSH|SQOR|ATL1|ELN|NTPCR|IRAK1BP1|DHFR|PON1|YBX1|MYCT1|IPO5|MRS2|NOP56|METTL15|AFDN|SYT4|PUM3|CCNF|KLHL12|LMNA|SRRM1|NR2F2|CDK2|LRP12|PTOV1|ZRANB3|TEX29|ZNRD2|VPS50|C9|TLR2|HUNK|TOPBP1|TIMM8B|FARSA|ELAC2|PPIE|ABCB6|METAP2|ZDHHC13|ECI2|MRPL48|DBF4|PSPC1|TMEM222|CAD|VWC2|ALOX5AP|AGPAT5|DEPDC1B|TPP1|PCGF6|CCNB2|ZFYVE21|MTM1|GLT8D2|MMGT1|PDYN|HMGXB4|RUSF1|METTL7A,"SERPINE2, DCN, WDR74, SPRED1, NOP16"
GSE27786_LIN_NEG_VS_CD8_TCELL_UP,0.0175730331203471,0.0449899197910305,0.352487857583619,0.589580615381917,1.14605778899568,195,DHX33|LRRC59|PHTF2|LYAR|ABCE1|CSF2RA|SCRN3|HK1|SRRT|PSMB2|PPM1E|HK2|PRXL2A|DBI|TTK|PPM1G|PDAP1|IDH3A|GCSH|ATL1|PTPN14|OGFRL1|IRAK1BP1|FUBP3|ZWINT|AKIP1|MYCT1|ITPRIPL2|VAT1|METTL15|AK4|FASTKD5|CCNF|HIBCH|RCAN1|CUL1|GSTM4|SLC29A1|PRCP|CDK2|KIAA1958|COX7A1|NUP93|EXOSC5|HSPA5|CTNNA1|PSMD12|PTOV1|CDCA2|CCDC146|AFG3L2|TMEM178A|TEX29|DPY19L4|TDRD3|TIMM8B|FARSA|COQ4|GALNT1|CRIP2|METAP2|ZDHHC13|DNAJB4|CENPU|KDM2B|PPP1R8|TMBIM4,"DHX33, LRRC59, PHTF2, LYAR, ABCE1"
GSE27786_LIN_NEG_VS_MONO_MAC_UP,0.00784661089528252,0.0257605716184747,0.380730400722792,0.601725436184965,1.16981918904734,194,TFPI|NOP16|NLK|LTV1|AMACR|RASA4|RRP1|SRFBP1|NIPSNAP1|PSMB2|DRG2|ZFP57|UTP20|CMTM7|ETNK1|PAQR8|RMND1|LAP3|RPP14|MFHAS1|DHFR|TEX10|CXCL13|BLK|OTULIN|DNAJC21|RPUSD2|METTL15|SACS|SRSF7|AKR7A2|PRPF19|EIF2D|DDX46|INSIG1|IPO11|MED13|SH2D4A|SLC29A1|PTRH2|SUPV3L1|PIAS2|DDX19A|HMGN3|SMARCD1|PTOV1|THNSL1|TMEM178A|LGI1|GINS1|TMEM191C|HNRNPU|TBRG4|NEK2|RNMT|MCM3|FARSA|ESAM|HAUS3|LIAS|MNS1|MAPK1|UBE3A,"TFPI, NOP16, NLK, LTV1, AMACR"
GSE27786_LIN_NEG_VS_NEUTROPHIL_UP,0.000810558805236665,0.00549240959542841,0.477270815362862,0.627059274285958,1.21880474193979,191,DIO2|IMP4|ACSL5|SELENOS|LRRC59|AMACR|SLC43A3|RCL1|RRP1|ELK3|BOP1|ARL4C|SRFBP1|LAMB3|PLEKHA6|BST2|NOP2|DBI|DRG2|EHHADH|DIAPH3|ELN|GNPNAT1|PAQR8|PNN|LRRC14|ZPR1|MFHAS1|KLRC1|FAM133B|OTULIN|NUDT12|THYN1|AK4|GTF2F2|DHX16|PECR|SCAF4|PIAS2|LDHB|DIPK1A|DDX19A|HNRNPC|C12orf29|MCM9|AFG3L2|MIGA1|TMEM178A|LSM14B|CBR4|TMEM191C|SIAE|ZNF213|DPY19L4|VPS50|RTTN|CEBPZ,"DIO2, IMP4, ACSL5, SELENOS, LRRC59"
