pathway,pval,padj,log2err,ES,NES,size,leadingEdge,topGenes
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP,0.0135259269392925,0.0378074102399502,0.380730400722792,0.594237529331446,1.15506477878846,196,UCK2|SERPINB9|EMP3|DCK|NR4A1|ANXA1|KIF4A|EMP1|BUB1|GEM|YBX3|TUBA1C|KIF2C|S100A10|DBI|TTK|ITGAX|ISG20|ASPM|CDC25C|TYROBP|EGR1|DHFR|ASF1B|ATP5IF1|MAPK6|IFI27L2|CDC45|ATP6V1A|PRDX4|ROM1|CCNA2|KIF20A|CCNF|MT2A|VPS45|KPNA2|CENPA|ANXA2|TK1|MYADM|CDKN3|STMN1|BHLHE40|DOCK5|CDC20|DLGAP5|TMPO|LITAF|MCM10|PCLAF|MKI67|RRM2|NEK2|TOP2A|ANLN|UBE2T|GMNN|SMARCC1|KIF22|RAN|PLAC8|TCF19|PERP|CDCA8,"UCK2, SERPINB9, EMP3, DCK, NR4A1"
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN,0.00173957079221963,0.00908380375101183,0.45505986738723,0.619134707559719,1.20366469149218,194,SOCS2|SERPINB9|EMP3|FHL2|TMEM37|ANXA1|KIF4A|PRDM1|TNFRSF9|EMP1|BUB1|RHOQ|JCHAIN|GEM|KLRK1|KIF2C|S100A10|ERRFI1|TTK|ITGAX|GNPDA1|ASPM|ARHGAP21|CDC25C|DHFR|ASF1B|VCL|ATP5IF1|MAPK6|PLIN2|CDC45|PRDX4|ROM1|UNC119|CCNA2|KIF20A|CCNF|HPF1|MDFIC|SH3BGRL|MT2A|PLD4|S100A6|CENPA|ANXA2|TK1|MYADM|CDKN3|STMN1|BHLHE40|DOCK5|DLGAP5|CCR5|LITAF|MCM10|CD48|PCLAF|CAPN2|CISH|MKI67|TBL2|NEK2|TOP2A|RAB11A|ANLN|UBE2T|GMNN|FCER1G|KIF22|TCF19|PERP|CDCA8,"SOCS2, SERPINB9, EMP3, FHL2, TMEM37"
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN,0.0130775583106524,0.0368501238227291,0.380730400722792,0.590874955134385,1.14869447993037,193,SOCS2|IL18R1|SERPINB9|DENND5A|ANTXR2|TMEM37|RPGR|ANXA1|RASA4|PRDM1|EMP1|CYB5R4|DAPK2|SLC35E4|KLRK1|IL15RA|S100A10|ERRFI1|ITGAX|GK|DNAJC5|KLRC1|CRYBG1|TMEM141|CRTAM|MDFIC|S100A6|AHNAK|TRAF3IP2|ANXA2|TK1|MYADM|FCGRT|BHLHE40|PLAT|MED10|CTNNA1|DOCK5|CCR5|LITAF|CCL5|GOLIM4|CAPN2|SEMA4A|CISH,"SOCS2, IL18R1, SERPINB9, DENND5A, ANTXR2"
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP,0.00197941884935215,0.00996252958062362,0.431707695803346,0.615985743277243,1.19751127860453,193,ST3GAL1|UCK2|PLAUR|GGT5|CYTIP|MPP1|FRMD6|PPRC1|PHTF2|ADPGK|MAP4K4|CCR7|PNPT1|BZW2|EZR|EHD1|TUBA1C|IL6ST|PDLIM4|SRM|SNRK|MGST2|ISG20|ILF3|ST6GAL1|UTP20|MAP4K2|APEX1|RAB3IP|EGR1|RMND1|NTPCR|MFHAS1|MINPP1|LEF1|IFI27L2|DAP|ATP6V1D|SESN1|SEC11C|TBCEL|CCT5|TCOF1|CCR9|TEC|NFIX|HSPB11|SPRED2|HDAC2|DDIT4|MAP7|PRPS2|RCAN3|GUCD1|HIF1A|TOP2A|CDIP1|UBA2|PLAC8|PPP2R5A|RPRD1A|SRSF6|EXT1|TSPAN13|LDLR|ARHGAP39|ELOVL6|ADCY6|PRKCB|RPS6KA2|PIGA|ADK|SFMBT2|ADGRL1|TUBA1A|RFLNB|TTC3,"ST3GAL1, UCK2, PLAUR, GGT5, CYTIP"
GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_UP,0.00859388556192205,0.0274014466346101,0.380730400722792,0.609022389175487,1.17539610881175,147,FBLN1|GPR183|SFRP1|NLK|IL7R|GRAMD2B|EPAS1|JAK1|MAP3K3|ABTB2|ACYP1|INO80|MAMDC2|MPND|NEMP2|KLHL18|GALNT2|IKZF1|SLC38A2|ZFYVE27|ATP8A1|USP53|GPCPD1|RFX6|LEF1|ZNF318|BMP5|BRPF1|GTPBP1|CFHR3|SIDT1|PIAS2|DZIP1|HPCAL1|S1PR1|EIF4A2|JAKMIP1|NELFCD|CYP39A1|FXYD5|TBRG4,"FBLN1, GPR183, SFRP1, NLK, IL7R"
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN,0.00111370095120655,0.00661701345643695,0.45505986738723,0.620435605616494,1.20616754383004,197,PTGER2|PHLDA1|SERPINB9|STX11|IL1R2|PRDM1|CDKN1A|GABPB1|FAM185A|SDCBP2|ZNF503|RANBP1|GEM|YBX3|HK2|PDSS1|DECR1|TUBB4B|PARPBP|SNRPA1|GNPDA1|ACSM1|BUB1B|ALDH7A1|SRSF2|PRMT1|DHFR|KLRC1|ATP5IF1|MAPK6|PLIN2|CCNA2|TSPAN33|MELK|LRP8|MDFIC|KPNA2|RFWD3|DUT|DDX39A|PGRMC1|ANXA2|DUSP4|TK1|NRAS|APOO|SLC25A13|STMN1|CDC20|EHD4|GIMAP7|LITAF|EXO1|PCLAF|NEIL3|GINS1|OXSR1|ATP2A2|PBK|ORC1|UBA2|DESI2|KIF22|RAN|ARL6|CDCA8|ZNF367|FRMD4B|MCM4,"PTGER2, PHLDA1, SERPINB9, STX11, IL1R2"
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN,0.0187745797146894,0.047393654077703,0.352487857583619,0.588724592073809,1.14439380589612,195,RPH3AL|DIO2|STX11|PTPN3|KIF4A|SLC43A3|PRDM1|CDKN1A|EPAS1|SDCBP2|NRP2|ZNF503|RANBP1|GEM|SPAG5|HK2|PDSS1|CMSS1|TTK|GNPDA1|DUSP19|AKIP1|ATP5IF1|PLIN2|HMMR|SNRPD3|UBASH3B|PRDX4|MICAL2|TSPAN33|MELK|LRP8|OSBPL3|MT2A|KPNA2|RFWD3|PGRMC1|ETFB|ANXA2|DUSP4|TK1|STMN1|NDE1|CDC20|SLAMF7|CCR5|CAPN2|NEIL3|SNRNP40|DERA|PBK|NEK2|PALS2|ANLN|SLC22A15|KIF22|ARL6|GRIA2|CDCA8|EME1|FRMD4B|MCM4,"RPH3AL, DIO2, STX11, PTPN3, KIF4A"
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP,0.00620920493562729,0.022145861234536,0.407017918923954,0.603050622624324,1.17236999571164,197,RASGRP1|SOCS3|FAS|DNMBP|ACP6|TCF7|ARL4C|PCYT2|STX1A|B3GALNT2|PIGV|CHST15|IL6ST|SCP2|IGFBP4|KLF13|IER5|NXF1|HLA-E|APPL2|SH3GL1|NTPCR|ADAL|BACH2|RNF130|STK4|RPL27A|THYN1|CARD6|SH3BP5|ZBTB26|TXNIP|VPS37B|ARID5A|HAGH|TMEM108|DZIP1|INHBB|TOM1L2|RIOK2|ID3|UBLCP1|ACVR1B|CD53|COX7A2L|AFG1L|CD247|TCN2|OCEL1|UBN2|ZNF710|CDIP1|MLYCD|TMEM71|UST|TGIF2|ARHGAP39|TNFRSF1A|MTERF4|SLC49A4|IL6R|UBN1|EEF1B2|MEA1|VEGFB|RFLNB|UBAC2|RHOA|ZNF622|LAT|SNHG12,"RASGRP1, SOCS3, FAS, DNMBP, ACP6"
GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN,0.00524251498949909,0.0198303827863661,0.407017918923954,0.603938333187172,1.17402722565067,198,HADH|DENND5A|BASP1|HBEGF|DHX33|PPARD|SASH1|ELK3|PDPN|CDKN1A|PPFIBP2|STK35|TUBB6|WDFY4|CHST15|SCIN|SPAG5|CUL7|HK2|MAP3K20|ARHGAP21|ABL2|HCN1|CCND1|EXOC4|RXRB|DHFR|ZC3H12C|DNAJC6|SLC38A2|TMEM8B|CTSE|TBC1D24|RAD51B|BCL11A|ZMYM3|DNASE2|RBP2|GPR137|SLC22A3|DDX39B|PPM1F|ADGRL4|SKA2|EHMT1|C1orf116|CDCA2|PCP4|MEF2C|PTGDR2|MCM10|EXO1|PKIG|SRL|LRRK1|HNRNPU|RRM2,"HADH, DENND5A, BASP1, HBEGF, DHX33"
GSE10240_IL22_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,0.0010584774006314,0.00645419511373742,0.45505986738723,0.622430452082194,1.21004015864028,193,ERO1B|ARF6|RPGR|LMBRD1|TRIP4|RNPS1|FAM76B|CCNQ|FBXO28|TMEM64|YBX3|PFKP|KLRK1|DNAJB11|KIAA1191|DACH2|EIF4H|DBI|SCP2|MBD2|SQOR|RNF125|VPS26C|POLR1F|GNL3|TBC1D24|ABHD10|BOD1L1|VAT1|RPUSD2|DAP|IREB2|TFRC|NUP35|SH3PXD2B|CSPP1|ALAS1|SH3BGRL|PECR|CCNYL1|MTRES1|CCDC93|PPIP5K2|USP6NL|ZNF141|ARHGAP29|AFG3L2|VAMP4|GOLIM4|MOSPD2|TBL2|IRAK4|MAP3K2|KBTBD8|TCN2|PKD2L2|IMPDH2|CBL|NKRF|GLOD4|FCER1G|PLAC8,"ERO1B, ARF6, RPGR, LMBRD1, TRIP4"
GSE10240_IL22_VS_IL22_AND_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,0.0160711027559931,0.0422549447529404,0.352487857583619,0.590929057221272,1.14867896111817,195,ERO1B|NT5E|SMURF1|HLA-DRB1|BCL6|LMBRD1|RELA|PRDM1|EPAS1|TRIP4|SDCBP2|PPP1R15A|NIPAL1|CRIM1|LGMN|ISG20|PLEKHM1|KRI1|GLCCI1|IL2RA|BACH2|JUNB|FAAH|C22orf39|NRBP1|ARF5|CCDC30|SC5D|NUP35|VPS37B|FEZ2|MAF1|DHRS13|PDCD11|UBASH3A|LRRC8C|TTC39B|ARHGAP29|CNR2|CCNK|LCN8|GALNT10|SLC46A3|DDIT4|FXYD5|DAPK3|ECEL1|CD8B|ARHGEF4|CDR2,"ERO1B, NT5E, SMURF1, HLA-DRB1, BCL6"
GSE10325_BCELL_VS_LUPUS_BCELL_DN,0.00234939375828211,0.0114120103592726,0.431707695803346,0.612195709288096,1.18990548190065,192,ACSL4|DUSP5|RGS1|MOXD1|RGS13|FAS|SRGN|GRAMD2B|SLC43A3|CLEC2B|YARS1|SRSF9|PIGP|MGAT2|ISG20|ATP5MF|HLA-E|CTSC|HERC6|RAPGEF2|DHRS9|LAP3|KLF10|MYL6B|CALU|RALA|HMMR|PPIF|APOL3|PRPF40A|VRK2|BID|LRP8|CTBS|ATP5ME|USP18|SLC25A40|MICB|ETFB|HMGN3|CEP55|UBE2L6|IFIT1|REC8|TOP1|NEU1|EHD4|DLGAP5|MAN1A2|SLC31A2|TMPO,"ACSL4, DUSP5, RGS1, MOXD1, RGS13"
GSE10325_BCELL_VS_MYELOID_DN,0.00934116187841357,0.0291731670971993,0.380730400722792,0.598156911606656,1.16272884437413,195,CRISPLD2|PLAUR|HBEGF|SRGN|MPP1|CEBPB|SLC43A3|ADGRE2|SASH1|MEGF9|CTSL|PTPRE|CYBRD1|DUSP6|DUSP1|IL1RN|ANXA5|SH2B3|HEXB|KLF4|SIRPA|CFD|CLIC2|ROGDI|DHRS9|ZDHHC7|MAFB|RNF130|CPVL|ADM|PELI2|MICAL2|RPH3A|BID|MSRB2|TBXAS1|TRIM8|LMO2|FCGRT|FBP1|C5AR1|SLC31A2|CCR5|PTGDR2|CPD|RRAGD|GALC|COTL1|GAS7|SUOX|QPCT|NAGA|MTMR11|CD93|CTSA|FOS|DAPK1|TLR2|KIAA0513|ICAM1|ICAM4|RIN2|SERPINA1|HMOX1,"CRISPLD2, PLAUR, HBEGF, SRGN, MPP1"
GSE10325_CD4_TCELL_VS_BCELL_UP,0.000929622754817741,0.00595937113351584,0.477270815362862,0.623080044802864,1.21037550925921,187,SOCS2|RASGRP1|PTGER2|SH2D2A|MGAT4A|SRGN|ANXA1|PIK3R1|ITPKB|ARL4C|PIP4K2A|FYB1|DYRK2|PTPN4|WDR1|SVIL|VPS26C|ITGA6|PRDX2|UPP1|TNFAIP3|ICOS|PLIN2|DOCK9|LEF1|NCALD|MICAL2|UBASH3A|ATP6V0E2|WDR82|MT1X|DUSP7|IL11RA|DPYD|LEPROTL1|MLLT3|LDHB|STOM|BEX3|CD3G|GIMAP5|CCR5|CCL5|CPD|APBA2|CISH|TTLL1|CD247|LDLRAP1|RCAN3|TMEM43|KLRB1|TNIK,"SOCS2, RASGRP1, PTGER2, SH2D2A, MGAT4A"
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN,0.00606048326339786,0.0219366080678116,0.407017918923954,0.603309894349487,1.17197064278542,187,RGS1|GJA1|FHL2|FAS|ANXA10|KIF4A|IFI16|YARS1|IRS1|LAMA2|YBX3|PFKP|CD200|ARG2|FCGR3B|ISG20|ATP5MF|HLA-DQA1|HERC6|HNRNPD|LAP3|KLF10|MYL6B|TNIP2|USP46|SELP|RASGRP3|RALA|CXCL13|ZNF334|PPIF|ATP6V1A|VRK2|LRP8|MT2A|MT1X|MT1HL1|FANCA|USP18|ARHGEF3|RPGRIP1L|RNASE2|PIAS2|ADGRG6|DUSP4|UBE2L6|IFIT1|PTTG3P|REC8|CENPI|PIK3R3|CAPN2|CYP2J2|IFI27|PRPS2|COPS4|CENPE|VANGL1|LAMP3|KIAA0513,"RGS1, GJA1, FHL2, FAS, ANXA10"
GSE10325_CD4_TCELL_VS_MYELOID_DN,0.00598612244424827,0.021845983931369,0.407017918923954,0.605824707421488,1.17778861474422,194,SERPINF1|CD86|PLAUR|BASP1|PEA15|CEBPB|HLA-DRB1|BCL6|KYNU|SLC43A3|ADGRE2|MEGF9|CDKN1A|LHFPL2|RHOQ|IL22RA1|TUBB6|CHST15|GRK3|YBX3|HEXB|ITGAX|CLIC4|SIRPA|ROGDI|DHRS9|ZDHHC7|CORO1C|MAP2K3|FAM114A1|ATP10D|PLXNC1|ADM|PLEK|RPH3A|NOTCH2|TRIB1|OSBPL11|ALOX5|SH3BP2|PRCP|PLEKHO1|LMO2|CTNNA1|SLC31A2|MEF2C|SUOX|ATP6V0A1,"SERPINF1, CD86, PLAUR, BASP1, PEA15"
GSE10325_CD4_TCELL_VS_MYELOID_UP,0.002201403611725,0.0108665029344723,0.431707695803346,0.613867133478617,1.19315417635687,192,SOCS2|FBLN5|MYC|MGAT4A|TCF7|PIK3R1|RSL1D1|ITPKB|ARL4C|POLR1E|DYRK2|MAN1C1|PLXDC1|PTPN4|LPXN|CFAP298|ITGA6|AMZ2|NUCB2|ICOS|ZEB1|DOCK9|SAE1|LEF1|ENO2|NCALD|UBASH3A|BCL2|SLC2A4RG|ATP6V0E2|WDR82|IL11RA|LEPROTL1|MLLT3|LDHB|KLHL3|ALDOC|SNRPF|CD3G|ST13|C12orf29|S1PR1|HIVEP2|GIMAP5|PLEKHB1|SYNE1|BEX4|APBA2|CISH|RUVBL1|CD247|LDLRAP1|KLRB1|TNIK|CLEC2D|ARHGAP15|SRSF8|TMEM204|BDH1|TBC1D4|CDR2|TPR|RORA|RAN|ITK|HMOX2,"SOCS2, FBLN5, MYC, MGAT4A, TCF7"
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN,0.011582997534153,0.0340364077119381,0.380730400722792,0.596586005904602,1.15967523530245,195,CRISPLD2|PLAUR|MPP1|CEBPB|VCAN|ADGRE2|HK1|PTPRE|ZCCHC24|DUSP6|SLC22A4|RAC1|IL1RN|HK2|SLCO3A1|HEXB|KLF4|SIRPA|CFD|TYROBP|ZDHHC7|MAFB|RNF130|UPP1|ACOT9|ETS2|MILR1|TJP2|KIAA0930|MCOLN1|TMEM127|CREG1|MICAL2|FEZ2|ADAP2|S100A6|MYOF|TBXAS1|FCGRT|ACVR1B|FTL|FBP1|C5AR1|SLC31A2|CPD|RRAGD|GALC|QPCT|FHOD1|PLIN3|TPD52L2|CD93|CTSA|DAPK1|NAIP|TLR2|KIAA0513|FCER1G|RAP2B|RIN2|PECAM1|SERPINA1|HMOX1,"CRISPLD2, PLAUR, MPP1, CEBPB, VCAN"
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN,0.010536806540443,0.0317865767585376,0.380730400722792,0.602039443537307,1.16905736559551,182,CD86|SWAP70|BASP1|HLA-DRB1|KYNU|SIK1|DNMBP|GUSBP11|RHOQ|JCHAIN|TCF4|TUBB6|CHST15|GRK3|GNG7|YBX3|RUBCNL|C11orf80|CLIC4|HLA-DQA1|CD40|SMC6|CD74|CORO1C|CACNA1A|TAGLN|DHTKD1|HLA-DRA|RASGRP3|ATP10D|KIAA0930|BLK|BCL11A|VPS37B|IGKV1D-13|GRB2|ALOX5|C11orf24|PRCP|IRAG2|USP6NL|BEND5|MEF2C|PKIG|FARP2|LRRK1,"CD86, SWAP70, BASP1, HLA-DRB1, KYNU"
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP,0.000150773852941339,0.0017083028175121,0.518848077743792,0.636718075151667,1.23732983016947,190,FBLN5|PTGER2|SH2D2A|MGAT4A|IL7R|ANXA1|TCF7|PIK3R1|ITPKB|HK1|ARL4C|RBMS1|IL6ST|FYB1|KDSR|MAN1C1|EPHX2|PTPN4|ZNF204P|SVIL|ITGA6|CAMK4|LCP2|UPP1|RETREG1|CD4|ICOS|DOCK9|CASK|LEF1|MCUB|LRFN3|HSPA1L|UBASH3A|ATP6V0E2|MT1X|IL11RA|LEPROTL1|MLLT3|LDHB|BEX3|CD3G|NFRKB|HIVEP2|GIMAP5|PLEKHB1|RAB15|ITM2B|CPD|APBA2|CISH|CD247|LDLRAP1|TMEM43|KLRB1|PCSK5|TNIK|SF3A1|KIAA0513|TBC1D4|CDR2,"FBLN5, PTGER2, SH2D2A, MGAT4A, IL7R"
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN,0.0090422511800096,0.028513817313273,0.380730400722792,0.598148115368307,1.16266608293477,196,CRISPLD2|CD86|PLAUR|BASP1|PEA15|MPP1|CEBPB|VCAN|KYNU|SLC43A3|ADGRE2|RHOQ|DUSP6|CHST15|GRK3|IL1RN|FCGR3B|HEXB|ITGAX|CLIC4|KLF4|SIRPA|CFD|TYROBP|CD74|ZDHHC7|CORO1C|MAFB|OGFRL1|RNF130|MILR1|KIAA0930|CREG1|BID|ADAP2|MYOF|TBXAS1|LMO2|FCGRT|NKIRAS2|CTNNA1|FTL|C5AR1|SLC31A2|MEF2C|GAS7|QPCT|NAGA|PLIN3|TPD52L2|CD93|CTSA|DAPK1|NAIP|TLR2|FCER1G|CYRIA|RIN2|PECAM1|SERPINA1|HMOX1,"CRISPLD2, CD86, PLAUR, BASP1, PEA15"
GSE10325_MYELOID_VS_LUPUS_MYELOID_DN,0.0172726467693573,0.0444779783616855,0.352487857583619,0.586443143568287,1.14007878647809,193,PANX1|KLF9|KYNU|IFI16|TMEM185B|ADPGK|SLC16A6|PDPN|SLC2A3|LSM12|IL1RN|SRSF9|F5|PDSS1|SNTB1|IL15RA|RNASEH1|GK3P|GNPDA1|GK|PTP4A1|HERC6|LAP3|ADO|UPP1|MILR1|PROSER1|SLC38A2|MAPK6|PLIN2|TOR1A|ADM|PLEK|LAIR1|MCUB|EDEM2|VRK2|MT2A|CTBS|MT1X|CUL1|USP18|MICB|NRAS|STEAP4|UBE2L6|IFIT1|TOP1|MFSD5|FMNL1|EHD4|GABPA|IFI27|PLIN3|ATP2A2|CALM3|CTSA|NAIP|CRYZL1|PAFAH1B1|SERPING1|GBP1|HESX1|CTSD|PSMA6|DPM1|CXCL10|LDLR|XBP1|ATOX1|GM2A|KDELR1|PIM1,"PANX1, KLF9, KYNU, IFI16, TMEM185B"
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_DN,0.0187745797146894,0.047393654077703,0.352487857583619,0.59505378613465,1.15549241677402,182,MYBBP1A|RRS1|NIP7|LTV1|RHOF|CDH11|ZBTB21|EBNA1BP2|NUS1|LAYN|SPSB1|SLC22A4|MDGA2|SLC25A25|LINC02893|SLC25A15|MYO1E|JMJD6|CEP57L1|GNPNAT1|BPNT2|ACADM|CYP1A1|ADAL|RASAL2|GMPS|PON1|MAPK6|NOP56|PAPSS1|DCUN1D5|ASB5|TTC8|FBXO15|SYVN1|PUS1|CCAR2|LNPK|TMCO3|CRIPT|AIMP2|BCCIP|DNAJC24|MRPL39|ZFAND6|ACER3|ECH1|KBTBD8|XPO4|COX7A2|ARL1|PHLPP2|SLX9|BRF2|UBA2|NMNAT2|CENPV,"MYBBP1A, RRS1, NIP7, LTV1, RHOF"
GSE11057_CD4_EFF_MEM_VS_PBMC_DN,0.00135300362750369,0.00750778322687694,0.45505986738723,0.618204303709856,1.20120640363287,189,CRISPLD2|SPRED1|PEA15|SRGN|MS4A7|ACRBP|CEBPB|BMP6|ADGRE2|PTPRE|RHOQ|SAMD4A|TCF4|DUSP6|WDFY4|GRK3|ITGAX|SYT17|CFD|GABARAP|CD74|ZDHHC7|CORO1C|RNF130|PLXNC1|PLEK|ATP6V1A|DAPP1|CREG1|ATP8B4|ARPC5|NFIL3|NOTCH2|PDGFC|FMNL2|DPYD|RNASE2|CD9|ASCL2|PRCP|MTURN|SH2D1B|IRAG2|B3GNT5|ZNF185|FTL|SLC31A2|TET3|TRIO|GAS7|ATP6V0A1|NME8|ACER3|DAPK1|TLR2|KIAA0513,"CRISPLD2, SPRED1, PEA15, SRGN, MS4A7"
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN,0.00635792665045164,0.0225114961053782,0.407017918923954,0.607438774463509,1.17885375828664,176,PDE7B|DENND5A|OTULINL|CHST2|MAP4K4|TCF7|CTSL|HIVEP1|CD68|IL6ST|F5|PRXL2A|KLF3|LGMN|RIF1|SMG1|IL4R|IKZF2|APPL2|AGO2|GLCCI1|CAMK4|TENM1|SERTAD2|SELP|KAT6A|ICOS|SAE1|LEF1|RASA2|CRIP3|MDN1|GOLGA7B|ABCC1|MLLT3|KLHL3|BEX3|MTURN|ABCC2|KLHDC3|TMEM196|NSD3|SLC18B1|LRRC8D|TET3|APBA2|MEIS3P1|CALM3|TNIK|MERTK|CDH1|KMT2A|SCML1|ZNF479|RNF138|USP7|ABLIM1|PLAC8,"PDE7B, DENND5A, OTULINL, CHST2, MAP4K4"
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP,0.00487071188714212,0.0189689115221075,0.407017918923954,0.604754991626977,1.1752161910995,190,KIT|PHLDA1|CHSY1|MPP1|SAMSN1|TMEM185B|AHR|WWTR1|MAP7D3|NPC1|SPOCK1|LRRFIP1|EPAS1|NKAPD1|B3GALNT2|METTL1|CFH|ENPP5|PLEKHG1|CTSC|FERMT2|OGFRL1|GALNT4|TBC1D19|VCL|CAST|SLK|ZFYVE28|B3GALT2|ANKRD28|PLEK|KAT2B|AFDN|MICAL2|ARL15|LMNA|ATAT1|TMEM39A|RORC|ANXA2|CYP27B1|STOM|PRCP|LRP12|CCR9|CTNNA1|EPS15|CCL5|ARL13B|RHOU|ZSCAN9|GASK1B|PDE4A|HSD11B1|DIAPH1|GPR65,"KIT, PHLDA1, CHSY1, MPP1, SAMSN1"
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN,0.00286736059765489,0.0129589803634273,0.431707695803346,0.613501546076525,1.19271321761097,194,IL18R1|DUSP5|SLC15A4|EMP3|LIMS1|PEA15|MPP1|CEBPB|AHR|CDKN1A|SPOCK1|EPAS1|GRAMD4|MAP3K3|WDFY4|PTPN12|DNAJB11|SH2B3|GUCY1B1|SYT17|CFD|MCTP1|GABARAP|ZDHHC7|LAP3|RNF130|VCL|SLFN11|FEZ2|NFIL3|NOTCH2|PDGFC|GRB2|DPYD|REL|GNAI2|CD9|CCDC50|STOM|PLEKHO1|MIR22HG|B3GNT5|SLC31A2|GALNT10|GALC|NAGA|MTHFD2|ACER3|RHOU|ATP2A2|CTSA|AKIRIN2|PDE4A|GUCD1|ZNF710,"IL18R1, DUSP5, SLC15A4, EMP3, LIMS1"
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN,0.000248354604182293,0.00241996726315227,0.49849310876659,0.633812661740373,1.23192167024484,192,DUSP5|GPR183|LIMS1|PEA15|FAS|SRGN|HLA-DRB1|ANXA1|IFI16|AHR|TMEM116|PRDM1|SPSB1|CCNQ|RAPGEF1|EZR|EVI2B|PFKP|F5|NABP1|PPM1G|CTSC|RAPGEF2|SMC6|CD74|ZDHHC3|ACOT9|VCL|CAST|ZFYVE28|PAPSS1|CASK|MPRIP|PIEZO1|AFDN|MICAL2|VRK2|OSBPL3|TRIB1|ABCC1|OSBPL11|AHNAK|STOM|CD84|CTNNA1|EHD4|EIF4EBP2|RABGAP1L|GALNT10|COTL1|ARF3|NDC80|RHOU|ATP2A2|KLRB1|CTSA|AKIRIN2|ENTPD1|GPR65|ARHGDIA|CLDND1|DPY19L1|TTYH2|ZCRB1,"DUSP5, GPR183, LIMS1, PEA15, FAS"
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP,0.0102378951274004,0.0311938868422107,0.380730400722792,0.59534779703167,1.15486701377035,175,SMOC2|MPP1|CHST2|TGFBR2|CCR7|CD55|MEST|TBC1D32|SNX9|TAF4B|IL6ST|PRXL2A|DACT1|IGF1R|MAN1C1|MALL|CRLF3|MMP24|ITGA6|CAMK4|SERTAD2|RETREG1|ASIC1|RNF227|NUCB2|ZNF496|HOOK1|REG4|CRTAM|PLA2G12A|SCAI|GP2|GSAP|ME3|TOM1L2|ASCL3|C11orf1|CEP70|SGK2|BEND5|NID1|NAA16|PKIG|NEURL4|CEP41|ATP6V0A1|APBA2|ENGASE|MPP7|SULT1B1|ARMCX2|SCML1|NPAS2|CDIP1|ABLIM1|DNHD1|CENPV|STK17A|THAP2|TMEM263|DEPDC7|VPS52|TUG1|AMN1|SNHG32|UBE2E2|SLC11A2|SFMBT2|RFLNB|SCARB1|NBEA|BNIP3|HEMGN|MANSC1|CWC22|ATM|MAML2|SDR39U1|SMPD1|MLXIP,"SMOC2, MPP1, CHST2, TGFBR2, CCR7"
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN,0.000214256561493138,0.0021792441912204,0.518848077743792,0.636277127330771,1.23615461983356,188,DUSP5|LIMS3|LIMS1|ANTXR2|PEA15|FAS|SRGN|STX11|ANXA1|PHTF2|IFI16|AHR|NECTIN3|TMEM116|SLC2A3|NPC1|TMEM64|EVI2B|EIF3A|NABP1|IL15RA|LDHA|GLIPR1|CTSC|CD74|RNF126|OGFRL1|MFHAS1|USP46|VCL|CAST|TPM4|PLXNC1|CASK|PPIF|NETO2|SH3BP5|PIEZO1|B3GNT9|AFDN|MICAL2|CNPPD1|SEC11C|MDFIC|OSBPL3|ANXA2|STOM|TMEM200A|MIR22HG|CD84|CALHM2|EIF4EBP2|EPS15|NPDC1|CCL5|COTL1|IFI27|RHOU|KLRB1|CTSA|AKIRIN2|RFTN1|CLDND1|TTYH2|RORA|TYMP|ZNF532|ALCAM|FRMD4B|UST,"DUSP5, LIMS3, LIMS1, ANTXR2, PEA15"
